HATE_SPEECH,COUNTER_NARRATIVE_LEGACY,VERSION,TARGET,CATEGORIES,EMOTIONS,COUNTER_NARRATIVE,GENERATED_CN
Those women are all the same: stupid and unreliable.,"If you can't trust someone because of the way they are born, what hope does the world have for everyone? You can't have so much distrust in someone just because of their sex. Don't you think?",V6_lab,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Superiority']","Intelligence and reliability aren't determined by gender; they're individual traits. Women have excelled in every field, from science to leadership, proving stereotypes wrong time and again. Let's celebrate diversity and recognize the unique strengths everyone brings to the table.","Imagine thinking that millions of diverse women are all the same—it's like saying all pizzas taste the same	TokenName Women have been leaders, innovators, and change-makers throughout history, proving their reliability time and again."
We are being invaded. They are replacing us.,A melting pot of diverse cultures is a sign of healthy human evolution.,V1,MIGRANTS,"['Race and Ethnicity', 'National Origin and Culture', 'Immigration and Refugee Status']","['Fear', 'Anger', 'Resentment']","Funny how the ""invasion"" seems to involve people just living their lives, working hard, and contributing to society. Maybe it's time to redefine what an ""invasion"" looks like!",Funny how diversity is often seen as an invasion when it's actually just people bringing their unique talents and cultures to enrich our communities. Isn't it amazing how different perspectives can make us stronger and more innovative? Let's celebrate the richness that different cultures bring to our lives instead of fearing it.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName
"Diversity is the cause of our weakness. Since faggots are different to us, they should be excluded.","Diversity is about inclusion, not an 'us or them' attitude. Loving someone of their own sex doesn't make them any less human.",V6_lab,LGBT+,['Sexual Orientation'],"['Contempt', 'Superiority']","Imagine thinking that diversity is a weakness when it's actually our greatest strength—just like a team with different skills wins the game. Excluding people based on who they love only limits our potential to grow and learn from each other. Embracing differences makes us stronger, not weaker.",Imagine thinking diversity is a weakness when it's actually our strength. Embracing differences makes us more innovative and resilient. Excluding people based on who they love only limits our potential to grow and understand each other better.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName
Migrants are a threat and we should expel them all.,We have to stop being afraid and opening our hearts to other cultures. We cannot allow prejudice to define us.,V6_sbf,MIGRANTS,['Immigration and Refugee Status'],"['Fear', 'Anger', 'Contempt']","Migrants contribute significantly to our economy and enrich our culture with diverse perspectives and skills. Instead of seeing them as a threat, let's recognize the value they bring to our communities. Expelling them would mean losing out on countless opportunities for growth and innovation.","Imagine thinking that diversity is a threat when it actually enriches our communities with new perspectives and cultures. Migrants contribute significantly to the economy and bring innovation and energy to our society. Let's focus on building bridges, not walls.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
We cannot coexist with millions of Muslims in the West. They are incompatible with our way of life.,This is a comment against all muslims: they are part of our society and should have the right to live here.,V5,MUSLIMS,"['Religion and Belief', 'National Origin and Culture']","['Fear', 'Contempt', 'Superiority']","Diversity is what makes our societies vibrant and innovative. Muslims have been contributing positively to Western communities for generations, enriching our culture, economy, and shared values. Coexistence is not only possible but beneficial for all.","Muslims have been integral to Western societies for centuries, contributing to culture, science, and community life. Diversity enriches our way of life, fostering innovation and understanding. Why fear what has been our strength for so long?	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
Gay men being shot is funny.,I don't see the humour in the death of innocent people. Maybe you can explain that to me?,V6_sbf,LGBT+,['Sexual Orientation'],"['Contempt', 'Disgust', 'Superiority']","Finding humor in violence against any group, including gay men, reflects a deep misunderstanding of human dignity and empathy. Every life is valuable, and celebrating harm only perpetuates hate and division. Let's focus on building a world where everyone is respected and safe.",Imagine finding humor in someone else's pain—sounds like a real comedy club setup! Violence against anyone is never funny and only highlights our need for empathy and understanding. Let's laugh at kindness instead.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName
"Muslims have nothing to contribute to our society, they only came here to rule us with violence and no one is doing anything about it.","They have a right to their opinion, but also have to follow the law, otherwise they are tried and sentenced like anybody else. You should not be worried.",V2,MUSLIMS,"['Religion and Belief', 'Immigration and Refugee Status']","['Fear', 'Anger', 'Contempt']","Muslims have enriched our society in countless ways, from pioneering medical advancements to contributing to arts and culture. It's curious how some people overlook these contributions while enjoying the benefits of a diverse community. Maybe it's time to appreciate the peaceful coexistence and mutual growth that diversity brings.","Muslims have enriched our society in countless ways, from pioneering medical advancements to contributing to arts and culture. It's fascinating how some people overlook these contributions while enjoying the benefits of a diverse community. Maybe it's time to appreciate the peace and unity that truly define our society.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
We are being invaded by migrants: this must be stopped.,"It is not true that we are invaded by migrants. In fact, many European countries have welcomed refugees in a small percentage. What is your evidence?",V6_lab,MIGRANTS,['Immigration and Refugee Status'],"['Fear', 'Anger']","Migrants contribute significantly to our communities by filling essential jobs, enriching our culture, and boosting the economy. Instead of fearing diversity, let's embrace the opportunities it brings for growth and understanding.","Funny how people think borders are like video game levels that need to be ""cleared."" Migration has always been a part of human history, enriching cultures and economies worldwide. Instead of fearing diversity, let's celebrate the strength it brings to our communities.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
Women are just weak and childlike. The majority of the electorate believe that a woman cannot run a country such as US.,On the contrary: more than half of American adults say they would be happy having a woman being president of the United States (roughly as many feel the same way about a man).,V6_kc,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Superiority']","Women have consistently demonstrated strength and leadership, from running Fortune 500 companies to leading nations like Germany and New Zealand. The idea that women are weak is outdated and doesn't reflect the reality of their contributions to society. Perhaps it's time to update your views to the 21st century, where gender doesn't determine capability.","Women have been successfully leading countries like Germany, India, and	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
I can't stand Arabs. They are just a trouble.,"They have lived in our country for a long time, they are our brothers and sisters. Why should we be bothered about a minority?",V5,other,['National Origin and Culture'],"['Contempt', 'Disgust']","Arabs have contributed immensely to global culture, science, and technology—ever heard of algebra or coffee? It's amazing how some people overlook these contributions and focus on stereotypes instead.","Imagine thinking that an entire group of people is a problem when they contribute so much to culture, science, and community life. Arabs have enriched our world in countless ways, from pioneering advancements in mathematics to sharing beautiful traditions. Maybe it's time to appreciate diversity instead of fearing it.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
"Islam is just an ideology and platform for the promotion of hatred, intolerance and violence.",The vast majority of Muslims worldwide do not share your intolerance. Words can also be very violent.,V5,MUSLIMS,['Religion and Belief'],"['Contempt', 'Disgust']","Claiming Islam is solely about hatred and violence ignores the rich history of art, science, and philosophy it has contributed to the world. Many Muslims live peacefully, promoting compassion and community service. Isn't it curious how billions of people manage to follow a faith that supposedly only spreads negativity?","Claiming Islam is solely about hatred ignores the millions of Muslims who live peacefully and contribute positively to society every day. Every major religion has extremists, but they don't define the whole faith. Maybe it's time to meet a few Muslims and see the kindness and compassion they practice daily.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
We must protect our children from the abuses of homosexuals.,"Child abuse is something that should never be tolerated, but homosexuality has nothing to do with that. Maybe you should try to check your sources.",V5,LGBT+,['Sexual Orientation'],"['Fear', 'Contempt']","Homosexuals are not a threat to children; in fact, many LGBTQ+ individuals are dedicated parents and role models. It's crucial to teach our children about love, acceptance, and diversity rather than perpetuating baseless fears. Let's focus on protecting kids from real dangers, like intolerance and ignorance.",Teaching children about love and acceptance prepares them for a world filled with diverse perspectives. Isn't it better to shield them from fear and ignorance instead? Embracing differences helps create a more compassionate society for everyone.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName
"Women are nothing but trouble human beings to any man, they must be submissive to him.","You are absolutely right: women are human beings, they are human beings worth caring for, respecting and trying to develop as people. Being ""trouble"" to men doesn't make them less human. In which way are they ""trouble""?",V5,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Superiority']","Women are actually incredible partners, leaders, and innovators who contribute immensely to society. The idea that they should be submissive is outdated and ignores the strength and equality that define modern relationships. Isn't it time we celebrate mutual respect and partnership instead of clinging to stereotypes?","Imagine thinking that half the world's population is just here to be submissive—sounds like someone missed the memo on women leading nations, pioneering science, and changing history! Women are powerful individuals who deserve respect and equality, not outdated stereotypes.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
Homosexuals are just sick. They should be isolated and isolated soon.,"Homosexuals are not sick, but they might have a mental health crisis because of prejudice. Being isolated from society can only worsen the situation.",V6_lab,LGBT+,"['Sexual Orientation', 'Disability (Physical and Mental Health)']","['Contempt', 'Disgust', 'Superiority']",Being gay isn't an illness; it's a natural part of human diversity. Maybe it's time to isolate ignorance instead and embrace love and acceptance for all.,"Being gay is not an illness; it's a natural part of human diversity. Instead of isolating people for who they love, let's celebrate the richness that different perspectives bring to our world.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
We should close our borders to Muslims. They are incompatible with Western civilization.,What does 'compatibility' mean? Isn't Islam a religion of peace?,V6_lab,other,"['Religion and Belief', 'Immigration and Refugee Status']","['Fear', 'Contempt', 'Superiority']","Muslims have been integral to Western civilization for centuries, contributing to fields like science, medicine, and philosophy. Maybe it's time to open our minds instead of closing borders.","Muslims have been integral to Western civilization for centuries, contributing to fields like science, philosophy, and art. Closing borders based on religion would mean missing out on the rich diversity that strengthens our communities. Isn't it more compatible to embrace unity and learn from each other?	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
Muslims are a problem in my opinion. They are not welcome in our country: nobody wants them.,"If they are not welcome in your country, what is the point of them coming here in the first place?",V6_lab,MUSLIMS,"['Religion and Belief', 'Immigration and Refugee Status']","['Contempt', 'Disgust', 'Superiority']","Diversity is what makes our country vibrant and strong, and Muslims contribute to that richness in countless ways. Many Muslims are our doctors, teachers, and neighbors, and they are as much a part of our community as anyone else. Let's celebrate our differences and work together for a more inclusive society.","Imagine thinking that diversity is a problem when it actually enriches our communities with new cultures and perspectives. Muslims contribute significantly to our society in countless positive ways, from healthcare to education. Maybe it's time to appreciate the beauty of unity in diversity instead of fearing it.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
Migrants rape our girls and steal our cars.,"On the contrary, most migrants are contributing members of society. They are able and willing to work hard. Maybe you should look at the statistics.",V6_sbf,MIGRANTS,"['Immigration and Refugee Status', 'Gender and Gender Identity']","['Fear', 'Anger', 'Contempt']",Blaming migrants for crimes is like blaming the weather for a bad hair day—completely missing the point. Statistics show that migrants are less likely to commit crimes than native-born citizens. Let's focus on building communities where everyone feels safe and valued.,Blaming migrants for crimes is like blaming the weather for a bad hair day—completely misguided. Statistics show that migrants are less likely to commit crimes than native-born citizens. Let's focus on building communities where everyone feels safe and valued.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName
Jews had advance knowledge of the 9/11 attacks and said nothing.,"The 9/11 attacks were perpetrated by members of the terrorist organization Al Qaeda. Jews and Israelis had no knowledge of the attacks. In fact, of the 2,9962 victims who died during the attacks, roughly 400 victims were Jews, including at least two Israeli citizens. If they knew it why didn't they warned and saved their brothers?",V1,JEWS,['Religion and Belief'],"['Fear', 'Anger', 'Contempt']","Blaming an entire community for a tragedy is not only baseless but also deeply harmful. The 9/11 attacks were a result of extremist actions, not a conspiracy involving innocent people. Let's focus on unity and understanding rather than spreading unfounded accusations.","Blaming an entire community for not having secret knowledge is like expecting everyone to have a superpower. Jews, like everyone else, were shocked and saddened by the 9/11 attacks and have been vocal about combating terrorism ever since. Let's focus on unity and understanding rather than spreading baseless accusations.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
Muslims just want to impose Islam on their children. This is not what democracy is all about!,The democratic right of people to express their beliefs and practice their religion is enshrined in the constitution.,V2,MUSLIMS,['Religion and Belief'],"['Contempt', 'Resentment']","Teaching children about their cultural and religious heritage is a common practice in many families, not just Muslim ones. Democracy thrives on the freedom to practice and share one's beliefs, which includes the right to educate children in their family's traditions. Isn't it wonderful that democracy allows for such diversity and freedom of expression?","Democracy thrives on diversity and freedom of choice, including the right to practice one's faith without imposing it on others. Many Muslims in democratic societies choose to raise their children with values that respect and appreciate different cultures and beliefs. Isn't it amazing how democracy can embrace such rich diversity and still work beautifully?	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
"Woman can't be trusted to run a country, or a major industry.","To operate a major business requires people with experience, good management skills, and knowledge of the market, regardless of gender. Just being a 'macho-man' doesn't cut it.",V2,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Superiority']","Ever heard of Angela Merkel or Jacinda Ardern? Women have successfully led countries and industries, proving that trust and capability aren't determined by gender.","Ever heard of Angela Merkel, Jacinda Ardern, or Kamala Harris? Women have been successfully leading countries and industries for years, proving that trust and capability know no gender.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
Downies are just sick people who cannot integrate in society because of their disease.,"This is not true, people suffering from conditions like Down syndrome can still help and contribute to society",V6_kc,DISABLED,['Disability (Physical and Mental Health)'],"['Contempt', 'Disgust', 'Superiority']","People with Down syndrome contribute to society in countless ways, showcasing talents and kindness that enrich our communities. Their ability to integrate is often limited not by their condition, but by societal barriers and misconceptions. Let's celebrate diversity and work towards a more inclusive world where everyone can thrive.","People with Down syndrome contribute to society in countless ways, showcasing talents and forming meaningful relationships. Their unique perspectives enrich communities, proving that integration is about acceptance, not ability. Let's celebrate diversity and recognize the strengths each individual brings to the table.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
